UniqueIndex,u.r,DOI,Title,Authors,JnlYear,InfantGroup,ExperimentNo,PublicationStatus,NativeLanguage,TestLanguage,Lab,InfantType,minAge,meanAge,maxAge,PropFemales,Included,Excluded,Fussers,NonCriterion,Criterion,exclusionCriteria,MeanAgeMonths,MultipleAgeGroups,MultipleAgeGroupsYO,Words,WdMisAlignMajorStress,Linguistic,NumberSyllables,passages,EdgeAlign,EdgeAlignSimple,FamVoice,FamRegister,FamAffect,maxTrialDurFam,TestVoice,TestRegister,AgeGroupForIndex,Indexical,maxTrialDurTest,nbTrialsTest,Words2Passage,famCriterion,repeatedMeasures,Method,PredictedEffect,OtherNotes,LTFam,SD.LTFam,LTNov,SD.LTNov,correlationFamNov,exact.t,exact.F,p_val_reported,proportionFamPref,formula2use
64,Amanda,10.1017/S0305000907008215,Boundary alignment enables 11-month-olds to segment vowel initial words from speech,Seidl and Johnson,2008,3,3,peer-reviewed,American English,native,Seidl,standard,319.2,334.62,346.62,0.55,20,4,4,0,0,fussiness,11,0,0,ash eeb eff or igg,0,match,1,At the silly circus I like low Eff. It is such bad luck to have a rough Eff. Weâ€™ll have to tell her that we know Eff. The lion tamer knows how to ensure Eff. The elephants always want to thank Eff. The clowns start dancing when they say Eff. This baby giraffe seems creative like Ash. Iâ€™ll stand on a chair so I can see Ash. He isnâ€™t nearly as shiny as that Ash. Iâ€™m going to learn how to grow Ash. We need to be sure to always correct Ash. It is easy to make food that lures Ash.,100,1,female Eng IDS,IDS,NA,45,same female,IDS,NA,not.manipulated,15,12,no,45,no,HPP,significant,,5.46,2.1,6.48,2.4,0.63,,(F(1 18)=4.7 p=0.041 (d=1.02),0.041,0.75,means&SD
64,Amanda,10.1017/S0305000907008215,Boundary alignment enables 11-month-olds to segment vowel initial words from speech,Seidl and Johnson,2008,2 (initial position w/ pauses removed),2 (initial position w/ pauses removed),peer-reviewed,American English,native,Seidl,standard,325.2,338.5,345.62,0.5,20,6,4,2,,fussiness diff scores > 3 stdev,11,0,0,ash eeb eff or igg,0,match,1,Same as eff example above but w/o pauses,100,1,female Eng IDS,IDS,NA,45,same female,IDS,NA,not.manipulated,15,12,no,45,no,HPP,exploratory,,9.04,3.04,7.77,2.76,0.82,,(F(118)=11.06 p=0.004 (d=1.57),0.004,0.75,means&SD
592,Christina,10.1080/15250000701779386,Overcoming the Effects of Variation in Infant Speech Segmentation: Influences of Word Familiarity,Singh Nestor Bortfeld ,2008,1a,1_Mommy_matched,peer-reviewed,American English,native,Singh,standard,213,234,244,0.5625,16,1,0,0,0,inattention,7.5,1,1,{Mommy Luka}{Daddy Ghana},0,match,2,Luka spends time playing with friends. Luka enjoys doing her work. I like Luka to bake cookies. I love it when Luka eats her dinner. I like to think about Luka. The best person in the world is Luka. Ghana has a big red bottle. Ghana likes to walk her dog. I find Ghana fun to be with. I like Ghana and her sister. I think the shoe belongs to Ghana. I give all my best wishes to Ghana. Daddy likes to wash his car. Daddy wants to sit outside and read. I like Daddy to sit inside. I love it when Daddy works at home. There’s no one I love more than Daddy. I want to be just like Daddy. Mommy went to the store today. Mommy likes to play with blocks. I like Mommy to brush my hair. I want Mommy to drink her tea. I want to give my cup to  Mommy. I like to spend time with Mommy.,81.6666666666667,0.666666666666667,female,IDS,high.pitch,30,female,high.pitch,y,match,NA,NA,yes,30,yes,HPP,significant,,NA,NA,NA,NA,,3.18,,0.009,fam,tValue
592,Christina,10.1080/15250000701779386,Overcoming the Effects of Variation in Infant Speech Segmentation: Influences of Word Familiarity,Singh Nestor Bortfeld ,2008,1a,1_Ghana_mismatched,peer-reviewed,American English,native,Singh,standard,213,234,244,0.5625,16,1,0,0,0,inattention,7.5,1,1,{Mommy Luka}{Daddy Ghana},0,match,2,Luka spends time playing with friends. Luka enjoys doing her work. I like Luka to bake cookies. I love it when Luka eats her dinner. I like to think about Luka. The best person in the world is Luka. Ghana has a big red bottle. Ghana likes to walk her dog. I find Ghana fun to be with. I like Ghana and her sister. I think the shoe belongs to Ghana. I give all my best wishes to Ghana. Daddy likes to wash his car. Daddy wants to sit outside and read. I like Daddy to sit inside. I love it when Daddy works at home. There’s no one I love more than Daddy. I want to be just like Daddy. Mommy went to the store today. Mommy likes to play with blocks. I like Mommy to brush my hair. I want Mommy to drink her tea. I want to give my cup to  Mommy. I like to spend time with Mommy.,81.6666666666667,0.666666666666667,female,IDS,high.pitch,30,female,low.pitch,y,pitch,NA,NA,yes,30,yes,HPP,nonsignificant,,NA,NA,NA,NA,,0.35,,0.5,fam,tValue
592,Christina,10.1080/15250000701779386,Overcoming the Effects of Variation in Infant Speech Segmentation: Influences of Word Familiarity,Singh Nestor Bortfeld ,2008,1b,1_Mommy_mismatched,peer-reviewed,American English,native,Singh,standard,213,234,244,0.5625,16,1,0,0,0,inattention,7.5,1,1,{Mommy Luka}{Daddy Ghana},0,match,2,Luka spends time playing with friends. Luka enjoys doing her work. I like Luka to bake cookies. I love it when Luka eats her dinner. I like to think about Luka. The best person in the world is Luka. Ghana has a big red bottle. Ghana likes to walk her dog. I find Ghana fun to be with. I like Ghana and her sister. I think the shoe belongs to Ghana. I give all my best wishes to Ghana. Daddy likes to wash his car. Daddy wants to sit outside and read. I like Daddy to sit inside. I love it when Daddy works at home. There’s no one I love more than Daddy. I want to be just like Daddy. Mommy went to the store today. Mommy likes to play with blocks. I like Mommy to brush my hair. I want Mommy to drink her tea. I want to give my cup to  Mommy. I like to spend time with Mommy.,81.6666666666667,0.666666666666667,female,IDS,low.pitch,30,female,high.pitch,y,pitch,NA,NA,yes,30,yes,HPP,significant,,NA,NA,NA,NA,,2.4,,0.04,fam,tValue
592,Christina,10.1080/15250000701779386,Overcoming the Effects of Variation in Infant Speech Segmentation: Influences of Word Familiarity,Singh Nestor Bortfeld ,2008,1b,1_Ghana_matched,peer-reviewed,American English,native,Singh,standard,213,234,244,0.5625,16,1,0,0,0,inattention,7.5,1,1,{Mommy Luka}{Daddy Ghana},0,match,2,Luka spends time playing with friends. Luka enjoys doing her work. I like Luka to bake cookies. I love it when Luka eats her dinner. I like to think about Luka. The best person in the world is Luka. Ghana has a big red bottle. Ghana likes to walk her dog. I find Ghana fun to be with. I like Ghana and her sister. I think the shoe belongs to Ghana. I give all my best wishes to Ghana. Daddy likes to wash his car. Daddy wants to sit outside and read. I like Daddy to sit inside. I love it when Daddy works at home. There’s no one I love more than Daddy. I want to be just like Daddy. Mommy went to the store today. Mommy likes to play with blocks. I like Mommy to brush my hair. I want Mommy to drink her tea. I want to give my cup to  Mommy. I like to spend time with Mommy.,81.6666666666667,0.666666666666667,female,IDS,low.pitch,30,female,low.pitch,y,match,NA,NA,yes,30,yes,HPP,significant,,NA,NA,NA,NA,,4.27,,0.009,fam,tValue
592,Christina,10.1080/15250000701779386,Overcoming the Effects of Variation in Infant Speech Segmentation: Influences of Word Familiarity,Singh Nestor Bortfeld ,2008,2a,2_Mommy_matched,peer-reviewed,American English,native,Singh,standard,306,320,360,0.4375,16,12,0,0,0,inattention technical problems,10.5,1,2,{Mommy Luka}{Daddy Ghana},0,match,2,Luka spends time playing with friends. Luka enjoys doing her work. I like Luka to bake cookies. I love it when Luka eats her dinner. I like to think about Luka. The best person in the world is Luka. Ghana has a big red bottle. Ghana likes to walk her dog. I find Ghana fun to be with. I like Ghana and her sister. I think the shoe belongs to Ghana. I give all my best wishes to Ghana. Daddy likes to wash his car. Daddy wants to sit outside and read. I like Daddy to sit inside. I love it when Daddy works at home. There’s no one I love more than Daddy. I want to be just like Daddy. Mommy went to the store today. Mommy likes to play with blocks. I like Mommy to brush my hair. I want Mommy to drink her tea. I want to give my cup to  Mommy. I like to spend time with Mommy.,81.6666666666667,0.666666666666667,female,IDS,low.pitch,30,female,low.pitch,o,match,NA,NA,yes,30,yes,HPP,significant,,NA,NA,NA,NA,,3.49,,0.009,fam,tValue
592,Christina,10.1080/15250000701779386,Overcoming the Effects of Variation in Infant Speech Segmentation: Influences of Word Familiarity,Singh Nestor Bortfeld ,2008,2a,2_Ghana_mismatched,peer-reviewed,American English,native,Singh,standard,306,320,360,0.4375,16,12,0,0,0,inattention technical problems,10.5,1,2,{Mommy Luka}{Daddy Ghana},0,match,2,Luka spends time playing with friends. Luka enjoys doing her work. I like Luka to bake cookies. I love it when Luka eats her dinner. I like to think about Luka. The best person in the world is Luka. Ghana has a big red bottle. Ghana likes to walk her dog. I find Ghana fun to be with. I like Ghana and her sister. I think the shoe belongs to Ghana. I give all my best wishes to Ghana. Daddy likes to wash his car. Daddy wants to sit outside and read. I like Daddy to sit inside. I love it when Daddy works at home. There’s no one I love more than Daddy. I want to be just like Daddy. Mommy went to the store today. Mommy likes to play with blocks. I like Mommy to brush my hair. I want Mommy to drink her tea. I want to give my cup to  Mommy. I like to spend time with Mommy.,81.6666666666667,0.666666666666667,female,IDS,low.pitch,30,female,high.pitch,o,pitch,NA,NA,yes,30,yes,HPP,exploratory,,NA,NA,NA,NA,,4.5,,0.0009,fam,tValue
592,Christina,10.1080/15250000701779386,Overcoming the Effects of Variation in Infant Speech Segmentation: Influences of Word Familiarity,Singh Nestor Bortfeld ,2008,2b,2_Mommy_mismatched,peer-reviewed,American English,native,Singh,standard,306,320,360,0.4375,16,12,0,0,0,inattention technical problems,10.5,1,2,{Mommy Luka}{Daddy Ghana},0,match,2,Luka spends time playing with friends. Luka enjoys doing her work. I like Luka to bake cookies. I love it when Luka eats her dinner. I like to think about Luka. The best person in the world is Luka. Ghana has a big red bottle. Ghana likes to walk her dog. I find Ghana fun to be with. I like Ghana and her sister. I think the shoe belongs to Ghana. I give all my best wishes to Ghana. Daddy likes to wash his car. Daddy wants to sit outside and read. I like Daddy to sit inside. I love it when Daddy works at home. There’s no one I love more than Daddy. I want to be just like Daddy. Mommy went to the store today. Mommy likes to play with blocks. I like Mommy to brush my hair. I want Mommy to drink her tea. I want to give my cup to  Mommy. I like to spend time with Mommy.,81.6666666666667,0.666666666666667,female,IDS,high.pitch,30,female,low.pitch,o,pitch,NA,NA,yes,30,yes,HPP,significant,,NA,NA,NA,NA,,4.52,,0.009,fam,tValue
592,Christina,10.1080/15250000701779386,Overcoming the Effects of Variation in Infant Speech Segmentation: Influences of Word Familiarity,Singh Nestor Bortfeld ,2008,2b,2_Ghana_matched,peer-reviewed,American English,native,Singh,standard,306,320,360,0.4375,16,12,0,0,0,inattention technical problems,10.5,1,2,{Mommy Luka}{Daddy Ghana},0,match,2,Luka spends time playing with friends. Luka enjoys doing her work. I like Luka to bake cookies. I love it when Luka eats her dinner. I like to think about Luka. The best person in the world is Luka. Ghana has a big red bottle. Ghana likes to walk her dog. I find Ghana fun to be with. I like Ghana and her sister. I think the shoe belongs to Ghana. I give all my best wishes to Ghana. Daddy likes to wash his car. Daddy wants to sit outside and read. I like Daddy to sit inside. I love it when Daddy works at home. There’s no one I love more than Daddy. I want to be just like Daddy. Mommy went to the store today. Mommy likes to play with blocks. I like Mommy to brush my hair. I want Mommy to drink her tea. I want to give my cup to  Mommy. I like to spend time with Mommy.,81.6666666666667,0.666666666666667,female,IDS,high.pitch,30,female,high.pitch,o,match,NA,NA,yes,30,yes,HPP,significant,,NA,NA,NA,NA,,3.07,,0.009,fam,tValue
590,Christina,10.1080/15475440801922131,Building a Word-Form Lexicon in the Face of Variable Input: Influences of Pitch and Amplitude on Early Spoken Word Recognition,Singh White Morgan,2008,1,1_matched,peer-reviewed,American English,native,Singh,standard,215,232,250,0.25,16,1,0,0,2,inattention,7.5,1,1,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,mixed,20,female,happy,y,match,NA,16,yes,30,yes,HPP,significant,,NA,NA,NA,NA,,2.91,,0.04,0.6875,tValue
590,Christina,10.1080/15475440801922131,Building a Word-Form Lexicon in the Face of Variable Input: Influences of Pitch and Amplitude on Early Spoken Word Recognition,Singh White Morgan,2008,1,1_mismatched,peer-reviewed,American English,native,Singh,standard,215,232,250,0.25,16,1,0,0,2,inattention,7.5,1,1,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,mixed,20,female,happy,y,amplitude,NA,16,yes,30,yes,HPP,nonsignificant,,NA,NA,NA,NA,,2.61,,0.04,0.6875,tValue
